Phon1	Phon2	Phon3	Count	Phon1Phon2 Count	Prob(Phon3|Phon1Phon2)
@	r	{	56	1908	0.0293501048218029
I	n	_	84	2863	0.0293398533007335
h	E	t	8	273	0.0293040293040293
h	E	z	8	273	0.0293040293040293
$	t	l	12	410	0.0292682926829268
 	{	g	23	786	0.0292620865139949
s	1	_	5	171	0.0292397660818713
j	u	p	32	1095	0.0292237442922374
l	1	b	17	583	0.0291595197255575
 	g	$	30	1029	0.0291545189504373
I	g	#	15	515	0.029126213592233
I	g	m	15	515	0.029126213592233
I	J	t	3	103	0.029126213592233
Q	s	k	9	309	0.029126213592233
t	3	d	6	206	0.029126213592233
t	3	t	6	206	0.029126213592233
t	3	r	6	206	0.029126213592233
 	k	#	102	3505	0.0291012838801712
 	2	k	5	172	0.0290697674418605
#	m	5	5	172	0.0290697674418605
J	#	 	2	69	0.0289855072463768
#	t	5	8	276	0.0289855072463768
J	#	f	2	69	0.0289855072463768
u	v	m	2	69	0.0289855072463768
#	t	b	8	276	0.0289855072463768
u	v	r	2	69	0.0289855072463768
u	v	d	2	69	0.0289855072463768
J	#	k	2	69	0.0289855072463768
s	i	p	9	311	0.0289389067524116
k	5	Q	9	311	0.0289389067524116
u	n	f	7	242	0.0289256198347107
u	n	l	7	242	0.0289256198347107
t	1	s	14	484	0.0289256198347107
d	P	d	5	173	0.0289017341040462
$	s	2	5	173	0.0289017341040462
r	I	d	93	3218	0.028899937849596
$	d	k	8	277	0.0288808664259928
@	f	j	8	277	0.0288808664259928
@	f	1	8	277	0.0288808664259928
@	t	E	43	1489	0.0288784419073203
V	v	k	3	104	0.0288461538461538
l	V	p	9	312	0.0288461538461538
V	v	d	3	104	0.0288461538461538
V	v	P	3	104	0.0288461538461538
V	v	s	3	104	0.0288461538461538
n	_	V	7	243	0.0288065843621399
 	$	s	7	243	0.0288065843621399
m	i	g	4	139	0.0287769784172662
n	i	@	4	139	0.0287769784172662
b	1	g	4	139	0.0287769784172662
n	i	n	4	139	0.0287769784172662
 	1	v	4	139	0.0287769784172662
i	p	f	5	174	0.028735632183908
d	1	d	5	174	0.028735632183908
d	2	 	5	174	0.028735632183908
{	S	1	5	174	0.028735632183908
i	p	Q	5	174	0.028735632183908
d	2	k	5	174	0.028735632183908
i	p	1	5	174	0.028735632183908
3	k	P	5	174	0.028735632183908
{	S	n	5	174	0.028735632183908
d	2	s	5	174	0.028735632183908
s	k	u	28	975	0.0287179487179487
f	t	h	6	209	0.0287081339712919
#	n	5	6	209	0.0287081339712919
I	p	V	19	662	0.0287009063444109
l	t	1	9	314	0.0286624203821656
l	t	2	9	314	0.0286624203821656
f	I	g	20	699	0.0286123032904149
f	I	N	20	699	0.0286123032904149
m	P	h	1	35	0.0285714285714286
s	h	E	1	35	0.0285714285714286
#	T	@	1	35	0.0285714285714286
#	T	l	1	35	0.0285714285714286
s	h	Q	1	35	0.0285714285714286
b	u	h	2	70	0.0285714285714286
b	u	g	2	70	0.0285714285714286
#	r	6	1	35	0.0285714285714286
l	b	2	2	70	0.0285714285714286
V	S	r	2	70	0.0285714285714286
N	s	V	1	35	0.0285714285714286
U	1	 	1	35	0.0285714285714286
h	7	z	1	35	0.0285714285714286
g	E	l	1	35	0.0285714285714286
U	r	u	1	35	0.0285714285714286
v	{	t	3	105	0.0285714285714286
#	T	w	1	35	0.0285714285714286
h	7	s	1	35	0.0285714285714286
@	h	5	2	70	0.0285714285714286
U	r	E	1	35	0.0285714285714286
V	S	w	2	70	0.0285714285714286
n	3	n	1	35	0.0285714285714286
d	w	7	2	70	0.0285714285714286
N	s	I	1	35	0.0285714285714286
m	P	z	1	35	0.0285714285714286
U	r	2	1	35	0.0285714285714286
b	u	l	2	70	0.0285714285714286
U	r	U	1	35	0.0285714285714286
N	s	Q	1	35	0.0285714285714286
s	h	7	1	35	0.0285714285714286
V	f	r	4	140	0.0285714285714286
V	f	H	4	140	0.0285714285714286
f	i	_	3	105	0.0285714285714286
V	f	s	4	140	0.0285714285714286
n	3	b	1	35	0.0285714285714286
g	E	r	1	35	0.0285714285714286
g	E	k	1	35	0.0285714285714286
h	7	w	1	35	0.0285714285714286
n	3	S	1	35	0.0285714285714286
b	u	j	2	70	0.0285714285714286
s	h	1	1	35	0.0285714285714286
U	r	7	1	35	0.0285714285714286
f	#	t	2	70	0.0285714285714286
#	T	t	1	35	0.0285714285714286
b	u	d	2	70	0.0285714285714286
t	7	f	3	105	0.0285714285714286
b	u	D	2	70	0.0285714285714286
m	P	s	1	35	0.0285714285714286
N	s	k	1	35	0.0285714285714286
n	3	R	1	35	0.0285714285714286
s	h	8	1	35	0.0285714285714286
g	E	m	1	35	0.0285714285714286
5	b	V	4	140	0.0285714285714286
@	h	1	2	70	0.0285714285714286
t	7	n	3	105	0.0285714285714286
d	w	8	2	70	0.0285714285714286
h	7	d	1	35	0.0285714285714286
s	h	@	1	35	0.0285714285714286
#	r	2	1	35	0.0285714285714286
#	r	Q	1	35	0.0285714285714286
v	{	r	3	105	0.0285714285714286
#	T	J	1	35	0.0285714285714286
5	b	#	4	140	0.0285714285714286
#	r	7	1	35	0.0285714285714286
m	P	I	1	35	0.0285714285714286
U	r	5	1	35	0.0285714285714286
h	7	b	1	35	0.0285714285714286
f	#	f	2	70	0.0285714285714286
#	T	f	1	35	0.0285714285714286
s	l	Q	19	666	0.0285285285285285
 	5	b	9	316	0.0284810126582278
$	m	E	5	176	0.0284090909090909
3	s	p	5	176	0.0284090909090909
u	l	h	4	141	0.0283687943262411
t	#	v	4	141	0.0283687943262411
u	l	{	4	141	0.0283687943262411
r	u	z	11	388	0.0283505154639175
p	r	{	36	1270	0.0283464566929134
t	P	m	7	247	0.0283400809716599
t	P	f	7	247	0.0283400809716599
Q	t	l	9	318	0.0283018867924528
2	v	z	3	106	0.0283018867924528
 	h	3	42	1484	0.0283018867924528
2	v	l	3	106	0.0283018867924528
{	J	b	3	106	0.0283018867924528
V	g	b	3	106	0.0283018867924528
V	p	I	7	248	0.0282258064516129
 	m	j	57	2020	0.0282178217821782
{	n	z	36	1276	0.0282131661442006
t	I	f	96	3407	0.028177282066334
v	H	z	2	71	0.028169014084507
s	{	b	6	213	0.028169014084507
 	z	 	2	71	0.028169014084507
v	H	f	2	71	0.028169014084507
n	b	2	2	71	0.028169014084507
n	b	@	2	71	0.028169014084507
 	z	1	2	71	0.028169014084507
Z	H	r	2	71	0.028169014084507
p	4	d	2	71	0.028169014084507
Z	H	@	2	71	0.028169014084507
Z	H	I	2	71	0.028169014084507
n	b	l	2	71	0.028169014084507
v	H	w	2	71	0.028169014084507
n	b	V	2	71	0.028169014084507
v	H	h	2	71	0.028169014084507
v	H	n	2	71	0.028169014084507
{	l	_	14	498	0.0281124497991968
{	l	f	14	498	0.0281124497991968
b	I	z	19	676	0.0281065088757396
r	#	_	5	178	0.0280898876404494
p	$	J	5	178	0.0280898876404494
r	#	 	5	178	0.0280898876404494
I	v	2	26	926	0.0280777537796976
Q	l	j	13	463	0.0280777537796976
I	b	Q	8	285	0.0280701754385965
I	b	7	8	285	0.0280701754385965
@	s	2	38	1354	0.0280649926144756
{	f	7	3	107	0.0280373831775701
{	f	1	3	107	0.0280373831775701
$	n	1	6	214	0.0280373831775701
{	f	l	3	107	0.0280373831775701
I	t	P	42	1500	0.028
 	{	t	22	786	0.0279898218829517
t	w	8	4	143	0.027972027972028
t	w	#	4	143	0.027972027972028
I	s	@	94	3362	0.0279595478881618
g	r	u	19	680	0.0279411764705882
w	$	f	6	215	0.027906976744186
w	$	R	6	215	0.027906976744186
S	@	 	12	430	0.027906976744186
 	Q	d	8	287	0.0278745644599303
s	n	u	9	323	0.0278637770897833
2	t	s	14	503	0.0278330019880716
k	I	s	18	647	0.0278207109737249
l	3	k	1	36	0.0277777777777778
Q	T	i	1	36	0.0277777777777778
#	g	4	1	36	0.0277777777777778
J	I	m	4	144	0.0277777777777778
l	p	5	2	72	0.0277777777777778
_	{	s	2	72	0.0277777777777778
I	h	I	2	72	0.0277777777777778
Q	T	b	1	36	0.0277777777777778
t	i	g	7	252	0.0277777777777778
I	D	6	1	36	0.0277777777777778
Q	T	P	1	36	0.0277777777777778
l	p	i	2	72	0.0277777777777778
l	m	6	2	72	0.0277777777777778
#	g	P	1	36	0.0277777777777778
$	z	w	1	36	0.0277777777777778
k	i	@	2	72	0.0277777777777778
f	j	@	3	108	0.0277777777777778
{	T	s	1	36	0.0277777777777778
5	S	7	2	72	0.0277777777777778
I	h	3	2	72	0.0277777777777778
l	p	2	2	72	0.0277777777777778
t	k	I	1	36	0.0277777777777778
#	d	n	5	180	0.0277777777777778
l	3	b	1	36	0.0277777777777778
#	g	1	1	36	0.0277777777777778
$	z	1	1	36	0.0277777777777778
d	u	S	1	36	0.0277777777777778
$	z	P	1	36	0.0277777777777778
#	g	#	1	36	0.0277777777777778
I	r	5	7	252	0.0277777777777778
$	z	m	1	36	0.0277777777777778
V	t	s	5	180	0.0277777777777778
_	{	p	2	72	0.0277777777777778
k	i	b	2	72	0.0277777777777778
d	u	J	1	36	0.0277777777777778
5	S	1	2	72	0.0277777777777778
$	z	l	1	36	0.0277777777777778
l	m	i	2	72	0.0277777777777778
5	S	Q	2	72	0.0277777777777778
d	u	v	1	36	0.0277777777777778
I	D	s	1	36	0.0277777777777778
V	t	m	5	180	0.0277777777777778
l	m	Q	2	72	0.0277777777777778
_	{	N	2	72	0.0277777777777778
d	u	w	1	36	0.0277777777777778
l	3	p	1	36	0.0277777777777778
I	h	{	2	72	0.0277777777777778
$	z	I	1	36	0.0277777777777778
l	p	6	2	72	0.0277777777777778
Q	T	@	1	36	0.0277777777777778
J	i	r	1	36	0.0277777777777778
#	g	{	1	36	0.0277777777777778
J	I	v	4	144	0.0277777777777778
I	D	h	1	36	0.0277777777777778
l	3	d	1	36	0.0277777777777778
$	z	{	1	36	0.0277777777777778
{	T	Q	1	36	0.0277777777777778
Q	T	p	1	36	0.0277777777777778
 	_	5	15	541	0.0277264325323475
 	h	j	41	1484	0.0276280323450135
@	g	5	5	181	0.0276243093922652
I	d	P	29	1050	0.0276190476190476
k	w	7	15	544	0.0275735294117647
5	s	k	7	254	0.0275590551181102
1	k	s	7	254	0.0275590551181102
5	s	2	7	254	0.0275590551181102
l	i	S	9	327	0.0275229357798165
d	V	J	6	218	0.0275229357798165
6	@	f	3	109	0.0275229357798165
d	V	v	6	218	0.0275229357798165
E	p	j	7	255	0.0274509803921569
{	b	d	6	219	0.0273972602739726
d	s	l	2	73	0.0273972602739726
d	s	{	2	73	0.0273972602739726
n	5	k	6	219	0.0273972602739726
z	@	t	12	439	0.0273348519362187
g	@	 	11	403	0.0272952853598015
s	p	3	25	916	0.027292576419214
1	b	r	3	110	0.0272727272727273
1	b	l	3	110	0.0272727272727273
1	b	{	3	110	0.0272727272727273
5	k	5	7	257	0.0272373540856031
5	k	#	7	257	0.0272373540856031
 	d	1	62	2278	0.0272168568920105
n	J	t	4	147	0.0272108843537415
n	J	m	4	147	0.0272108843537415
r	@	v	49	1803	0.0271769273433167
#	k	P	5	184	0.0271739130434783
l	2	b	16	589	0.0271646859083192
t	l	2	13	479	0.0271398747390397
s	@	k	22	812	0.0270935960591133
 	v	8	16	591	0.027072758037225
f	8	m	1	37	0.027027027027027
I	w	@	1	37	0.027027027027027
#	b	{	2	74	0.027027027027027
l	n	 	2	74	0.027027027027027
V	J	d	1	37	0.027027027027027
I	w	{	1	37	0.027027027027027
#	b	Q	2	74	0.027027027027027
#	b	8	2	74	0.027027027027027
S	$	n	2	74	0.027027027027027
l	z	l	1	37	0.027027027027027
f	8	g	1	37	0.027027027027027
k	8	k	1	37	0.027027027027027
I	w	#	1	37	0.027027027027027
k	8	n	1	37	0.027027027027027
V	k	l	6	222	0.027027027027027
#	b	1	2	74	0.027027027027027
V	J	s	1	37	0.027027027027027
2	l	l	6	222	0.027027027027027
l	E	p	13	481	0.027027027027027
l	z	g	1	37	0.027027027027027
s	l	#	18	666	0.027027027027027
k	8	m	1	37	0.027027027027027
 	8	m	2	74	0.027027027027027
s	f	j	3	111	0.027027027027027
I	w	E	1	37	0.027027027027027
p	3	_	5	185	0.027027027027027
#	b	2	2	74	0.027027027027027
V	J	n	1	37	0.027027027027027
v	7	t	1	37	0.027027027027027
l	n	2	2	74	0.027027027027027
l	z	V	1	37	0.027027027027027
l	z	2	1	37	0.027027027027027
 	8	z	2	74	0.027027027027027
l	z	w	1	37	0.027027027027027
 	8	p	2	74	0.027027027027027
V	J	m	1	37	0.027027027027027
p	3	S	5	185	0.027027027027027
m	2	g	5	185	0.027027027027027
k	8	w	1	37	0.027027027027027
s	f	E	3	111	0.027027027027027
S	$	l	2	74	0.027027027027027
3	v	H	3	111	0.027027027027027
#	b	#	2	74	0.027027027027027
l	z	r	1	37	0.027027027027027
V	J	t	1	37	0.027027027027027
I	v	E	25	926	0.0269978401727862
@	d	E	15	556	0.026978417266187
p	E	S	11	408	0.0269607843137255
m	Q	N	6	223	0.0269058295964126
m	Q	T	6	223	0.0269058295964126
p	1	v	6	223	0.0269058295964126
m	Q	g	6	223	0.0269058295964126
z	I	{	10	372	0.0268817204301075
N	k	J	12	447	0.0268456375838926
 	f	#	52	1939	0.0268179473955647
l	s	7	3	112	0.0267857142857143
U	m	I	3	112	0.0267857142857143
w	I	v	14	523	0.0267686424474187
r	I	g	86	3218	0.0267246737103791
I	m	j	28	1048	0.0267175572519084
n	d	E	46	1722	0.0267131242740999
t	I	m	91	3407	0.0267097152920458
$	l	@	9	337	0.0267062314540059
I	S	m	17	637	0.0266875981161695
2	s	b	4	150	0.0266666666666667
n	2	l	6	225	0.0266666666666667
h	i	S	2	75	0.0266666666666667
2	s	k	4	150	0.0266666666666667
4	l	f	2	75	0.0266666666666667
4	l	k	2	75	0.0266666666666667
h	i	z	2	75	0.0266666666666667
#	l	7	2	75	0.0266666666666667
h	i	D	2	75	0.0266666666666667
h	i	 	2	75	0.0266666666666667
4	l	p	2	75	0.0266666666666667
h	i	Z	2	75	0.0266666666666667
r	@	k	48	1803	0.0266222961730449
i	t	H	8	301	0.026578073089701
r	5	f	17	640	0.0265625
r	5	J	17	640	0.0265625
m	b	7	9	339	0.0265486725663717
h	{	g	7	264	0.0265151515151515
h	{	t	7	264	0.0265151515151515
l	5	m	11	415	0.0265060240963855
l	5	v	11	415	0.0265060240963855
E	d	f	11	415	0.0265060240963855
l	5	l	11	415	0.0265060240963855
E	n	j	37	1396	0.0265042979942693
V	n	p	26	981	0.0265035677879715
b	5	h	4	151	0.0264900662251656
b	5	@	4	151	0.0264900662251656
j	u	@	29	1095	0.0264840182648402
j	u	k	29	1095	0.0264840182648402
t	E	t	14	529	0.0264650283553875
t	$	p	5	189	0.0264550264550265
5	m	l	5	189	0.0264550264550265
5	m	2	5	189	0.0264550264550265
5	m	s	5	189	0.0264550264550265
r	I	v	85	3218	0.026413921690491
g	$	 	1	38	0.0263157894736842
l	_	4	1	38	0.0263157894736842
g	P	z	3	114	0.0263157894736842
g	P	h	3	114	0.0263157894736842
l	v	1	2	76	0.0263157894736842
z	1	 	3	114	0.0263157894736842
g	$	s	1	38	0.0263157894736842
g	{	D	4	152	0.0263157894736842
g	1	 	4	152	0.0263157894736842
g	P	I	3	114	0.0263157894736842
g	$	p	1	38	0.0263157894736842
i	I	S	1	38	0.0263157894736842
s	$	p	3	114	0.0263157894736842
g	{	d	4	152	0.0263157894736842
l	_	V	1	38	0.0263157894736842
b	7	s	1	38	0.0263157894736842
l	v	m	2	76	0.0263157894736842
g	{	f	4	152	0.0263157894736842
g	1	z	4	152	0.0263157894736842
{	v	l	3	114	0.0263157894736842
k	u	m	2	76	0.0263157894736842
f	s	I	1	38	0.0263157894736842
u	Z	U	1	38	0.0263157894736842
g	$	m	1	38	0.0263157894736842
f	s	b	1	38	0.0263157894736842
f	s	5	1	38	0.0263157894736842
g	1	p	4	152	0.0263157894736842
{	v	5	3	114	0.0263157894736842
k	I	k	17	647	0.0262751159196291
k	Q	f	20	762	0.026246719160105
 	S	U	13	496	0.0262096774193548
t	V	g	4	153	0.0261437908496732
p	t	l	7	268	0.0261194029850746
p	t	j	7	268	0.0261194029850746
5	v	1	7	268	0.0261194029850746
d	I	z	54	2068	0.0261121856866538
v	1	k	3	115	0.0260869565217391
v	1	Z	3	115	0.0260869565217391
E	l	p	19	729	0.0260631001371742
E	l	d	19	729	0.0260631001371742
h	#	b	5	192	0.0260416666666667
 	j	i	7	269	0.0260223048327138
w	i	_	4	154	0.025974025974026
2	m	z	4	154	0.025974025974026
g	#	k	2	77	0.025974025974026
g	#	 	2	77	0.025974025974026
b	2	f	4	154	0.025974025974026
5	d	Q	4	154	0.025974025974026
5	d	i	4	154	0.025974025974026
5	d	6	4	154	0.025974025974026
g	#	m	2	77	0.025974025974026
9	r	E	5	193	0.0259067357512953
9	r	Q	5	193	0.0259067357512953
Q	s	J	8	309	0.0258899676375405
k	t	l	19	734	0.0258855585831063
 	E	d	14	541	0.0258780036968577
 	_	2	14	541	0.0258780036968577
m	$	k	3	116	0.0258620689655172
m	$	b	3	116	0.0258620689655172
I	n	v	74	2863	0.0258470136220747
2	t	H	13	503	0.025844930417495
J	@	d	7	271	0.025830258302583
t	5	b	7	271	0.025830258302583
g	5	d	4	155	0.0258064516129032
r	E	f	26	1008	0.0257936507936508
k	r	#	22	853	0.0257913247362251
I	m	Q	27	1048	0.025763358778626
t	Q	s	6	233	0.0257510729613734
n	Q	v	6	233	0.0257510729613734
r	2	k	13	505	0.0257425742574257
k	5	n	8	311	0.0257234726688103
k	5	b	8	311	0.0257234726688103
s	i	w	8	311	0.0257234726688103
I	d	1	27	1050	0.0257142857142857
@	k	{	10	389	0.025706940874036
@	k	u	10	389	0.025706940874036
p	@	f	22	857	0.0256709451575263
p	@	T	22	857	0.0256709451575263
n	V	k	3	117	0.0256410256410256
r	6	J	4	156	0.0256410256410256
k	b	V	1	39	0.0256410256410256
t	h	I	2	78	0.0256410256410256
k	b	@	1	39	0.0256410256410256
v	Q	n	1	39	0.0256410256410256
t	p	i	1	39	0.0256410256410256
k	b	l	1	39	0.0256410256410256
t	p	2	1	39	0.0256410256410256
k	b	3	1	39	0.0256410256410256
h	8	t	1	39	0.0256410256410256
t	b	#	2	78	0.0256410256410256
h	8	n	1	39	0.0256410256410256
t	h	3	2	78	0.0256410256410256
r	6	s	4	156	0.0256410256410256
t	p	U	1	39	0.0256410256410256
4	@	_	1	39	0.0256410256410256
D	I	s	1	39	0.0256410256410256
S	r	1	1	39	0.0256410256410256
h	8	g	1	39	0.0256410256410256
k	b	u	1	39	0.0256410256410256
t	h	V	2	78	0.0256410256410256
t	p	#	1	39	0.0256410256410256
h	8	S	1	39	0.0256410256410256
r	6	@	4	156	0.0256410256410256
3	b	l	2	78	0.0256410256410256
D	I	l	1	39	0.0256410256410256
D	I	D	1	39	0.0256410256410256
k	#	v	5	195	0.0256410256410256
k	b	6	1	39	0.0256410256410256
2	p	i	3	117	0.0256410256410256
4	@	r	1	39	0.0256410256410256
k	b	i	1	39	0.0256410256410256
t	p	Q	1	39	0.0256410256410256
t	b	4	2	78	0.0256410256410256
t	h	Q	2	78	0.0256410256410256
t	p	6	1	39	0.0256410256410256
_	V	k	2	78	0.0256410256410256
3	b	z	2	78	0.0256410256410256
h	8	z	1	39	0.0256410256410256
t	h	2	2	78	0.0256410256410256
v	Q	t	1	39	0.0256410256410256
{	g	j	6	235	0.025531914893617
2	@	m	12	470	0.025531914893617
{	g	P	6	235	0.025531914893617
b	l	E	16	627	0.025518341307815
3	t	i	5	196	0.0255102040816327
2	d	l	9	354	0.0254237288135593
s	u	d	3	118	0.0254237288135593
s	u	D	3	118	0.0254237288135593
s	u	n	3	118	0.0254237288135593
 	b	$	56	2203	0.0254198819791194
 	k	6	89	3505	0.0253922967189729
 	v	V	15	591	0.0253807106598985
k	1	l	10	394	0.0253807106598985
#	t	n	7	276	0.0253623188405797
#	t	r	7	276	0.0253623188405797
z	H	l	2	79	0.0253164556962025
Q	b	n	4	158	0.0253164556962025
k	3	k	2	79	0.0253164556962025
k	3	_	2	79	0.0253164556962025
@	f	2	7	277	0.0252707581227437
$	d	1	7	277	0.0252707581227437
$	d	z	7	277	0.0252707581227437
k	{	J	13	515	0.0252427184466019
U	l	f	17	674	0.0252225519287834
n	z	d	3	119	0.0252100840336134
b	#	l	3	119	0.0252100840336134
6	t	g	6	238	0.0252100840336134
n	z	i	3	119	0.0252100840336134
d	r	U	10	397	0.0251889168765743
{	k	w	20	794	0.0251889168765743
g	I	g	4	159	0.0251572327044025
s	5	f	4	159	0.0251572327044025
5	l	E	13	517	0.0251450676982592
5	l	Q	13	517	0.0251450676982592
b	Q	S	5	199	0.0251256281407035
 	#	d	5	199	0.0251256281407035
 	#	R	5	199	0.0251256281407035
d	i	h	5	199	0.0251256281407035
b	Q	r	5	199	0.0251256281407035
I	S	P	16	637	0.0251177394034537
 	d	j	57	2278	0.0250219490781387
S	5	_	1	40	0.025
l	7	m	2	80	0.025
$	b	l	1	40	0.025
@	v	Q	4	160	0.025
s	r	4	1	40	0.025
h	2	v	4	160	0.025
E	f	l	3	120	0.025
S	5	Q	1	40	0.025
S	5	k	1	40	0.025
s	r	{	1	40	0.025
$	b	1	1	40	0.025
$	b	E	1	40	0.025
S	5	d	1	40	0.025
3	m	j	4	160	0.025
p	#	 	5	200	0.025
i	l	2	5	200	0.025
$	b	{	1	40	0.025
r	5	v	16	640	0.025
$	b	d	1	40	0.025
@	v	j	4	160	0.025
h	2	s	4	160	0.025
s	r	Q	1	40	0.025
n	E	f	5	200	0.025
@	v	#	4	160	0.025
l	7	b	2	80	0.025
$	b	U	1	40	0.025
m	5	@	6	240	0.025
S	5	r	1	40	0.025
@	v	D	4	160	0.025
m	p	Q	20	803	0.024906600249066
l	Q	m	10	402	0.0248756218905473
@	m	j	28	1126	0.024866785079929
D	@	z	4	161	0.0248447204968944
l	d	f	8	322	0.0248447204968944
D	@	h	4	161	0.0248447204968944
l	d	r	8	322	0.0248447204968944
@	n	@	85	3422	0.0248392752776154
g	@	d	10	403	0.0248138957816377
v	I	1	12	484	0.0247933884297521
s	n	i	8	323	0.0247678018575851
 	f	j	48	1939	0.0247550283651367
b	V	r	5	202	0.0247524752475248
b	V	d	5	202	0.0247524752475248
l	#	 	5	202	0.0247524752475248
s	m	2	5	202	0.0247524752475248
b	V	z	5	202	0.0247524752475248
l	#	g	5	202	0.0247524752475248
d	Q	t	4	162	0.0246913580246914
 	$	f	6	243	0.0246913580246914
 	$	b	6	243	0.0246913580246914
d	Q	p	4	162	0.0246913580246914
f	{	d	4	162	0.0246913580246914
E	l	m	18	729	0.0246913580246914
f	{	m	4	162	0.0246913580246914
I	s	l	83	3362	0.0246876859012493
@	b	r	29	1178	0.0246179966044143
 	p	$	76	3089	0.0246034315312399
I	l	5	32	1301	0.0245964642582629
I	l	d	32	1301	0.0245964642582629
h	$	R	3	122	0.0245901639344262
b	3	R	3	122	0.0245901639344262
b	3	m	3	122	0.0245901639344262
h	$	m	3	122	0.0245901639344262
b	{	S	9	366	0.0245901639344262
I	b	{	7	285	0.0245614035087719
1	n	s	11	448	0.0245535714285714
v	3	J	4	163	0.0245398773006135
k	t	1	18	734	0.0245231607629428
n	t	P	63	2569	0.0245231607629428
p	{	J	10	408	0.0245098039215686
I	f	U	15	612	0.0245098039215686
i	k	{	6	245	0.0244897959183673
 	t	u	43	1756	0.0244874715261959
V	n	_	24	981	0.0244648318042813
f	l	i	11	450	0.0244444444444444
u	T	k	1	41	0.024390243902439
$	k	w	3	123	0.024390243902439
U	k	u	3	123	0.024390243902439
$	k	s	3	123	0.024390243902439
6	l	n	1	41	0.024390243902439
u	T	1	1	41	0.024390243902439
f	V	m	2	82	0.024390243902439
u	T	b	1	41	0.024390243902439
i	z	P	5	205	0.024390243902439
u	T	I	1	41	0.024390243902439
V	_	d	1	41	0.024390243902439
f	V	t	2	82	0.024390243902439
s	P	t	2	82	0.024390243902439
$	k	l	3	123	0.024390243902439
U	k	w	3	123	0.024390243902439
s	P	I	2	82	0.024390243902439
6	l	m	1	41	0.024390243902439
u	T	n	1	41	0.024390243902439
6	l	l	1	41	0.024390243902439
$	k	#	3	123	0.024390243902439
$	t	E	10	410	0.024390243902439
s	P	@	2	82	0.024390243902439
6	l	V	1	41	0.024390243902439
f	V	_	2	82	0.024390243902439
U	k	k	3	123	0.024390243902439
$	k	1	3	123	0.024390243902439
f	V	g	2	82	0.024390243902439
Q	m	j	9	370	0.0243243243243243
_	@	 	8	329	0.0243161094224924
s	V	d	7	288	0.0243055555555556
 	g	U	25	1029	0.0242954324586978
{	n	_	31	1276	0.024294670846395
{	n	j	31	1276	0.024294670846395
t	3	s	5	206	0.0242718446601942
 	k	I	85	3505	0.0242510699001427
{	s	m	8	330	0.0242424242424242
{	s	f	8	330	0.0242424242424242
E	g	p	3	124	0.0241935483870968
r	{	d	21	868	0.0241935483870968
Q	n	5	18	744	0.0241935483870968
Q	n	k	18	744	0.0241935483870968
T	r	{	3	124	0.0241935483870968
E	g	I	3	124	0.0241935483870968
{	l	t	12	498	0.0240963855421687
E	d	P	10	415	0.0240963855421687
h	5	k	4	166	0.0240963855421687
 	s	Q	110	4571	0.0240647560708816
n	f	1	7	291	0.0240549828178694
{	t	j	13	541	0.0240295748613678
 	E	T	13	541	0.0240295748613678
r	1	p	21	874	0.0240274599542334
h	I	d	3	125	0.024
h	I	g	3	125	0.024
I	t	E	36	1500	0.024
r	$	m	3	125	0.024
d	{	z	3	125	0.024
r	$	k	3	125	0.024
{	m	f	11	459	0.0239651416122004
#	f	j	4	167	0.0239520958083832
#	f	I	4	167	0.0239520958083832
u	t	5	8	334	0.0239520958083832
#	f	w	4	167	0.0239520958083832
Q	f	T	4	167	0.0239520958083832
s	E	v	18	752	0.023936170212766
s	E	S	18	752	0.023936170212766
v	@	d	18	752	0.023936170212766
#	n	j	5	209	0.0239234449760766
f	t	l	5	209	0.0239234449760766
f	t	i	5	209	0.0239234449760766
n	s	3	34	1422	0.0239099859353024
w	1	d	6	251	0.0239043824701195
2	t	f	12	503	0.0238568588469185
2	t	P	12	503	0.0238568588469185
b	r	Q	13	545	0.0238532110091743
b	r	7	13	545	0.0238532110091743
m	I	S	27	1132	0.0238515901060071
 	s	3	109	4571	0.0238459855611464
I	l	2	31	1301	0.0238278247501922
t	i	v	6	252	0.0238095238095238
#	p	S	1	42	0.0238095238095238
p	8	l	1	42	0.0238095238095238
#	p	m	1	42	0.0238095238095238
_	4	r	1	42	0.0238095238095238
s	b	1	1	42	0.0238095238095238
#	p	2	1	42	0.0238095238095238
s	b	l	1	42	0.0238095238095238
h	u	J	1	42	0.0238095238095238
_	4	d	1	42	0.0238095238095238
$	S	 	1	42	0.0238095238095238
n	d	l	41	1722	0.0238095238095238
#	p	5	1	42	0.0238095238095238
s	b	i	1	42	0.0238095238095238
h	u	E	1	42	0.0238095238095238
E	D	r	1	42	0.0238095238095238
#	p	w	1	42	0.0238095238095238
I	r	U	6	252	0.0238095238095238
$	S	#	1	42	0.0238095238095238
t	i	d	6	252	0.0238095238095238
r	E	g	24	1008	0.0238095238095238
#	p	E	1	42	0.0238095238095238
p	8	m	1	42	0.0238095238095238
$	S	{	1	42	0.0238095238095238
h	u	R	1	42	0.0238095238095238
S	l	2	1	42	0.0238095238095238
n	7	p	2	84	0.0238095238095238
h	u	f	1	42	0.0238095238095238
#	p	l	1	42	0.0238095238095238
h	u	I	1	42	0.0238095238095238
$	S	I	1	42	0.0238095238095238
n	v	{	4	168	0.0238095238095238
_	4	m	1	42	0.0238095238095238
#	p	Q	1	42	0.0238095238095238
#	p	P	1	42	0.0238095238095238
#	p	i	1	42	0.0238095238095238
